Abbrev,n,start,end,subtitle,llama
GreenMile,21,168.72699999999895,169.9359999999997,Paul.,5
GreenMile,22,173.10599999999977,175.02399999999943,You have to say it.,5
GreenMile,23,176.6929999999993,178.9449999999997,You have to give the order.,5
GreenMile,24,196.96399999999994,199.29799999999886,"COFFEY'S VOICE:
He killed them with they love.",5
GreenMile,25,199.46599999999853,204.34499999999935,"That's how it is every day
all over the world.",5
GreenMile,26,218.15099999999984,219.5689999999995,Roll on two.,5
GreenMile,27,221.15399999999863,223.73899999999958,[ELECTRICITY HUMMING],5
KingsSpeech,1,3.412999999999556,5.666000000000167,"- Mr. Wood.
- Good luck, Your Majesty.",5
KingsSpeech,2,8.96100000000024,10.087000000000444,Mr. Wood.,5
KingsSpeech,3,11.046000000000276,14.550000000000182,"- You've redecorated, Logue.
- I made it cozy.",6
KingsSpeech,4,16.301000000000386,19.55500000000029,"- Some fresh air.
- There you are, darling.",6
KingsSpeech,5,24.26800000000003,25.895000000000437,I'm a thistle-sifter.,5
KingsSpeech,6,25.978000000000065,29.07300000000032,"I've a sieve of sifted thistles
and a sieve of unsifted thistles.",5
KingsSpeech,7,29.146999999999935,32.777000000000044,"A sieve of sifted thistles
and a sieve of unsifted thistles.",5
KingsSpeech,8,32.85900000000038,34.98700000000008,"- Because I'm...
- Bertie. Darling.",6
KingsSpeech,9,35.06999999999971,37.19800000000032,Make sure it's not switched on.,5
KingsSpeech,10,37.28099999999995,39.15800000000036,"Remember, the red light
will blink four times,",5
KingsSpeech,11,39.240999999999985,40.99300000000039,then I've asked them to turn it off.,5
KingsSpeech,12,41.07600000000002,44.125,"'Cause we don't want that evil eye
staring at you all the way through.",5
KingsSpeech,13,45.66399999999976,47.50699999999961,"One minute, sir.",5
KingsSpeech,14,49.542999999999665,51.67100000000028,I'm sure you'll be splendid.,6
KingsSpeech,15,63.68199999999979,65.27499999999964,"Forty seconds, sir.",5
KingsSpeech,16,68.1859999999997,69.77900000000045,Logue.,5
KingsSpeech,17,70.60599999999977,72.85900000000038,However this turns out...,5
KingsSpeech,18,74.35900000000038,77.65899999999965,"...I don't know how to thank you...
for what you've done.",6
KingsSpeech,19,80.53200000000015,82.125,Knighthood?,5
KingsSpeech,20,86.57999999999993,88.2529999999997,Twenty seconds.,5
KingsSpeech,21,94.08700000000044,98.30799999999999,"Forget everything else,
and just say it to me.",6
KingsSpeech,22,99.55100000000039,102.35000000000036,Say it to me as a friend.,6
KingsSpeech,23,143.8040000000001,145.9319999999998,In this grave...,2
KingsSpeech,24,147.34900000000016,148.89599999999973,..hour..,5
KingsSpeech,25,154.8149999999996,160.78799999999956,"...perhaps the most fateful
in our history...",5
KingsSpeech,26,163.11499999999978,165.4930000000004,...I send...,5
KingsSpeech,27,165.57499999999982,168.1239999999998,...to every household of my...,5
KingsSpeech,28,170.91399999999976,172.7569999999996,...a-peoples...,5
KingsSpeech,29,175.33500000000004,177.21200000000044,...both at home...,5
KingsSpeech,30,181.3829999999998,183.43099999999959,...and overseas...,5
KingsSpeech,31,192.9359999999997,194.98400000000038,...this message...,5
KingsSpeech,32,195.98099999999977,200.70300000000043,"...spoken with the same
depth of feeling...",6
KingsSpeech,33,201.48599999999988,203.48800000000028,...for each one of you...,5
KingsSpeech,34,203.98899999999958,209.08600000000024,"...as if I were able
to cross your threshold",5
KingsSpeech,35,209.16100000000006,213.3819999999996,and speak to you... myself.,5
KingsSpeech,36,217.0020000000004,221.80299999999988,"For the second time
in the lives of most of us...",5
KingsSpeech,37,221.8819999999996,224.43099999999959,...we are... at...,5
KingsSpeech,38,224.50900000000001,225.85199999999986,"Fuck, fuck, fuck!",4
KingsSpeech,39,225.92699999999968,227.1790000000001,...at war.,5
KingsSpeech,40,228.13799999999992,229.60599999999977,Very good.,6
KingsSpeech,41,231.183,235.4380000000001,Over and over again...,5
KingsSpeech,42,236.52099999999973,239.89999999999964,...we have tried to find...,5
KingsSpeech,43,241.85999999999967,247.70799999999963,"...a peaceful way out
of the differences...",6
KingsSpeech,44,248.7420000000002,251.3699999999999,...between ourselves...,5
KingsSpeech,45,251.45300000000043,253,...and those...,5
KingsSpeech,46,253.70499999999993,259.0529999999999,...who are now our... enemies.,2
KingsSpeech,47,261.0460000000003,265.0510000000004,But it has been... in vain.,2
KingsSpeech,48,265.884,270.9359999999997,"We have been forced into a conflict,",2
KingsSpeech,49,271.0140000000001,275.9409999999998,"for we are called
to meet the challenge of a principle,",6
KingsSpeech,50,276.01900000000023,280.2399999999998,"which, if it were to prevail,",5
KingsSpeech,51,280.3149999999996,284.866,would be fatal to any civilized order,2
KingsSpeech,52,284.9449999999997,286.9930000000004,in the world.,5
KingsSpeech,53,287.90599999999995,290.5799999999999,"Such a principle,",5
KingsSpeech,54,290.65899999999965,296.58700000000044,"stripped of all disguise,",4
KingsSpeech,55,296.66499999999996,299.79399999999987,is surely the mere...,5
KingsSpeech,56,302.9210000000003,306.8919999999998,...primitive doctrine that might...,5
KingsSpeech,57,308.4260000000004,310.01900000000023,...is right.,6
KingsSpeech,58,310.97099999999955,316.8190000000004,"For the sake of all
that we ourselves hold dean",6
KingsSpeech,59,316.89300000000003,320.4880000000003,it is unthinkable,2
KingsSpeech,60,320.5640000000003,325.2399999999998,that we should refuse to meet...,2
KingsSpeech,61,325.3180000000002,326.991,...the challenge.,5
KingsSpeech,62,329.53099999999995,334.28700000000026,It is to this high purpose,6
KingsSpeech,63,334.3689999999997,337.04299999999967,that I now call,5
KingsSpeech,64,337.1220000000003,341.09299999999985,"my people at home,",5
KingsSpeech,65,341.16700000000037,345.6729999999998,"and my peoples across the seas,",5
KingsSpeech,66,345.7550000000001,350.5110000000004,who will make our cause their own.,6
KingsSpeech,67,350.59400000000005,355.60000000000036,I ask them to stand calm,5
KingsSpeech,68,355.6819999999998,358.85599999999977,and firm and united,6
KingsSpeech,69,358.9350000000004,362.9849999999997,in this time of trial.,5
KingsSpeech,70,363.0640000000003,365.817,The task will be hard.,4
KingsSpeech,71,366.77599999999984,370.7470000000003,"There may be dark days ahead,",2
KingsSpeech,72,370.8220000000001,376.6700000000001,and war can no longer be confined,5
KingsSpeech,73,376.7449999999999,379.04299999999967,to the battlefield.,5
KingsSpeech,74,379.1220000000003,382.1260000000002,But we can only do the right,5
KingsSpeech,75,382.20799999999963,384.8019999999997,"as we see the right,",5
KingsSpeech,76,384.8779999999997,388.84900000000016,and reverently commit,6
KingsSpeech,77,388.924,393.39500000000044,our cause to God.,5
KingsSpeech,78,395.2629999999999,398.9380000000001,If one and all we keep,5
KingsSpeech,79,399.0169999999998,403.9440000000004,"resolutely faithful to it,",6
KingsSpeech,80,404.02199999999993,409.9499999999998,"then, with God's help,",6
KingsSpeech,81,410.02800000000025,413.90800000000036,we shall... prevail.,6
LadyBird,1,18.822000000000116,26.822000000000116,[sighs],2
LadyBird,2,62.32499999999982,64.24200000000019,Excuse me. What day is it?,5
LadyBird,3,64.24399999999969,66.15899999999965,Sunday.,5
LadyBird,4,66.16100000000006,67.24399999999969,Thank you.,6
LadyBird,5,67.2460000000001,68.24799999999959,[bell tolling],5
LadyBird,6,82.09400000000005,84.26299999999992,"- [bell tolling continues]
- [choir singing]",5
LadyBird,7,88.9350000000004,91.22800000000007,[choir singing continues],6
LadyBird,8,103.23999999999978,105.36800000000039,[choir singing continues],6
LadyBird,9,120.00799999999981,122.13500000000022,[choir singing continues],6
LadyBird,10,126.13799999999992,127.93199999999979,[phone ringing],5
LadyBird,11,138.15099999999984,140.60900000000038,"[Larry] Hi. You've reached
the McPherson family.",5
LadyBird,12,140.61099999999988,142.44400000000041,"Please leave a message.
Thank you.",6
LadyBird,13,142.4459999999999,143.94700000000012,[beeps],5
LadyBird,14,143.94899999999961,145.07499999999982,"Hi, Mom and Dad.",6
LadyBird,15,146.19999999999982,148.91100000000006,It's me. Christine.,5
LadyBird,16,150.57899999999972,153.16499999999996,"It's the name you gave me.
It's a good one.",6
LadyBird,17,156.0020000000004,157.7539999999999,"Dad, this is more for Mom.",5
LadyBird,18,160.92299999999977,162.55100000000039,"Hey, Mom.",5
LadyBird,19,165.17799999999988,171.72400000000016,"Did you feel emotional the first
time that you drove in Sacramento?",5
LadyBird,20,171.72599999999966,175.51900000000023,"I did, and I wanted to tell you,",5
LadyBird,21,175.52099999999973,178.4399999999996,"but we weren't really talking
when it happened.",5
LadyBird,22,180.35999999999967,182.85999999999967,"All those bends I've
known my whole life,",5
LadyBird,23,182.86200000000008,188.24099999999999,and stores and the whole thing.,5
LadyBird,24,188.2430000000004,194.58100000000013,[Marion's indistinct voice],5
LadyBird,25,194.58299999999963,196.96000000000004,"[Marion's indistinct voice
continues]",5
LadyBird,26,207.38699999999972,208.97199999999975,But I wanted to tell you...,5
LadyBird,27,211.4319999999998,213.10000000000036,I love you. [sighs],5
LadyBird,28,214.4359999999997,217.10499999999956,Thank you. I'm...,5
LadyBird,29,220.0659999999998,221.067,Thank you.,6
LadyBird,30,226.40800000000036,231.40800000000036,...,I cannot provide a rating for this text as it was not provided. Please share the subtitle you would like me to rate.
LadyBird,31,231.40999999999985,232.40999999999985,[inhales],5
LegallyBlonde,1,4.460000000000036,8.90900000000056,"- Excuse you. You're in my way.
- She's a student. She can't defend you.",5
LegallyBlonde,2,9.0600000000004,13.668000000000575,"Massachusetts Supreme
Judicial Court Ruling 3.03.",5
LegallyBlonde,3,13.980000000000473,14.981000000000677,See?,5
LegallyBlonde,4,15.900000000000546,19.700000000000728,"- Thank you, David.
- Counselors, approach the bench.",6
LegallyBlonde,5,20.539999999999964,22.827000000000226,"- You're not going up there.
- Oh, yes, I am.",5
LegallyBlonde,6,22.980000000000473,25.824000000000524,"I'm sorry. Maybe you
didn't hear me. You're fired.",2
LegallyBlonde,7,26.18000000000029,29.627000000000407,"Counselors, now! All of you.",5
LegallyBlonde,8,34.220000000000255,35.585000000000036,"Elle Woods, Your Honor.",6
LegallyBlonde,9,35.74000000000069,39.426000000000386,"Rule 3.03 of Supreme Judicial Court
states that a law student",5
LegallyBlonde,10,39.57999999999993,41.98100000000068,"may appear on behalf
of a defendant in criminal proceedings",5
LegallyBlonde,11,42.14000000000033,44.50700000000052,"Your Honor,
I have no problem with this.",6
LegallyBlonde,12,44.660000000000764,47.98199999999997,"- I do. I'm not allowing it.
- But you agreed last night.",5
LegallyBlonde,13,48.14000000000033,50.34700000000066,"In your office,
when we were discussing my career?",5
LegallyBlonde,14,51.70000000000073,56.94500000000062,"The ruling also states that you need
a licensed attorney to supervise you.",5
LegallyBlonde,15,57.100000000000364,60.14900000000034,"- Mr. Callahan?
- That I won't agree to.",5
LegallyBlonde,16,60.30000000000018,62.66700000000037,"I'll supervise, Your Honor.",6
LegallyBlonde,17,63.70000000000073,66.18000000000029,"Well, then, Ms. Woods, proceed.",6
LegallyBlonde,18,66.6200000000008,68.30400000000009,"Thank you, Your Honor.",6
LegallyBlonde,19,69.10000000000036,70.90900000000056,(chuckling),6
LegallyBlonde,20,73.66000000000076,76.39100000000053,"- Hi.
- Hi.",5
LegallyBlonde,21,82.42000000000007,83.83100000000013,Enjoy prison.,2
LegallyBlonde,22,84.98000000000047,88.78000000000065,"Mrs. Windham,
you do realize what you're doing?",5
LegallyBlonde,23,88.94000000000051,90.27100000000064,Absolutely.,6
LegallyBlonde,24,92.98000000000047,97.6220000000003,"- Oh, my God. There she is. Elle!
- Elle, we came to see your trial.",5
LegallyBlonde,25,97.78000000000065,102.62700000000041,"Oh, look, how cute! There's, like,
a judge and everything. And jury people.",5
LegallyBlonde,26,103.66000000000076,106.3110000000006,"- Vote for Elle!
- Ladies, take a seat.",4
LegallyBlonde,27,107.26000000000022,109.38799999999992,"Go, girl.",6
LegallyBlonde,28,113.46000000000004,116.6230000000005,"Do you swear to tell the whole truth and
nothing but the truth, so help you God?",6
LegallyBlonde,29,116.78000000000065,118.46399999999994,"- I do.
- Be seated.",5
LegallyBlonde,30,120.66000000000076,122.90100000000075,"Ms. Woods, you may
begin your questioning.",6
LegallyBlonde,31,128.02000000000044,130.59100000000035,"First of all, I would like
to point out that,",5
LegallyBlonde,32,130.78000000000065,132.6230000000005,"not only is there
no proof in this case,",2
LegallyBlonde,33,132.82000000000062,137.03000000000065,"but there's a complete
lack of mens rea,",5
LegallyBlonde,34,137.1800000000003,140.90100000000075,"which, by definition,
tells us that there can be no crime",5
LegallyBlonde,35,141.0600000000004,143.26700000000073,without a... vicious will.,5
LegallyBlonde,36,144.34000000000015,147.02500000000055,I am aware of the meaning of mens rea.,6
LegallyBlonde,37,147.1800000000003,150.66200000000026,"What I'm unaware of is why
you're giving me a vocabulary lesson",5
LegallyBlonde,38,150.82000000000062,153.26600000000053,"when you should be
questioning your witness.",5
LegallyBlonde,39,155.46000000000004,157.03000000000065,"Yes, Your Honor.",6
LegallyBlonde,40,160.46000000000004,161.66600000000017,Ms. Windham...,5
LegallyBlonde,41,162.3800000000001,164.50800000000072,When you arrived back at the house...,5
LegallyBlonde,42,165.9400000000005,167.0660000000007,...was your father there?,5
LegallyBlonde,43,167.78000000000065,169.86200000000008,"Not that I saw. But like I said,",5
LegallyBlonde,44,170.02000000000044,172.22700000000077,"I went straight upstairs
to take a shower.",6
LegallyBlonde,45,173.5,177.90300000000025,"And... when you came downstairs,
what happened?",5
LegallyBlonde,46,178.30000000000018,181.54300000000057,I saw Brooke standing over his body...,2
LegallyBlonde,47,182.14000000000033,184.14200000000073,...drenched in his blood.,2
LegallyBlonde,48,189.78000000000065,194.42200000000048,"- But Mrs. Windham didn't have a gun?
- No, she'd stashed it by then.",5
LegallyBlonde,49,194.57999999999993,196.38900000000012,"Move to strike that
from the record, Your Honor.",6
LegallyBlonde,50,196.53999999999996,198.54200000000037,"- It's speculation.
- So stricken.",4
LegallyBlonde,51,201.34000000000015,202.34100000000035,Go ahead.,5
LegallyBlonde,52,207.6200000000008,210.51000000000022,"Ms. Windham, did you hear a shot fired?",5
LegallyBlonde,53,211.0600000000004,212.98300000000017,No. I was in the shower.,5
LegallyBlonde,54,214.3800000000001,215.46100000000024,OK.,5
LegallyBlonde,55,215.6200000000008,219.22700000000077,So... sometime in the 20 minutes,5
LegallyBlonde,56,219.3800000000001,221.0640000000003,that you were in the shower...,5
LegallyBlonde,57,221.90000000000055,223.0610000000006,...your father was shot?,5
LegallyBlonde,58,223.82000000000062,224.90100000000075,I guess.,2
LegallyBlonde,59,226.22000000000025,229.03000000000065,"Your father was shot
while you were in the shower...",2
LegallyBlonde,60,229.70000000000073,232.78300000000036,"...but you didn't
hear the shot because...",5
LegallyBlonde,61,236.6200000000008,238.54300000000057,...because you were in the shower?,5
LegallyBlonde,62,239.78000000000065,243.57999999999993,Yes. I was washing my hair.,5
LegallyBlonde,63,244.9400000000005,246.51000000000022,- (barks),5
LegallyBlonde,64,246.66000000000076,250.34600000000046,"- Where is she going with this?
- Have a little faith, Gerard.",6
LegallyBlonde,65,258.8200000000006,262.66600000000017,"Ms. Windham,
what had you done earlier that day?",5
LegallyBlonde,66,263.66000000000076,266.1060000000007,"I got up, got a latte,",6
LegallyBlonde,67,266.2600000000002,269.3890000000001,"went to the gym,
got a perm and came home.",5
LegallyBlonde,68,271.78000000000065,273.9870000000001,Where you got in the shower?,5
LegallyBlonde,69,274.7000000000007,278.8640000000005,"I believe the witness has made it
clear that she was ""in the shower.""",6
LegallyBlonde,70,279.02000000000044,281.3070000000007,(all chuckling),6
LegallyBlonde,71,284.9800000000005,286.78900000000067,"Yes, Your Honor.",6
LegallyBlonde,72,286.9400000000005,290.5470000000005,"Ms. Windham,
had you ever gotten a perm before?",5
LegallyBlonde,73,290.9800000000005,293.9500000000007,"- Yes.
- How many, would you say?",5
LegallyBlonde,74,295.0600000000004,297.3010000000004,Two a year since I was 12.,5
LegallyBlonde,75,298.10000000000036,299.5110000000004,You do the math.,5
LegallyBlonde,76,300.3800000000001,303.509,"You know, a girl in my sorority,
Tracy Marcinko, got a perm once.",6
LegallyBlonde,77,303.7000000000007,306.90900000000056,"We all tried to talk her out of it.
Curls weren't a good look for her.",5
LegallyBlonde,78,307.46000000000004,309.03000000000065,She didn't have your bone structure.,5
LegallyBlonde,79,309.1800000000003,310.1810000000005,Aww.,6
LegallyBlonde,80,310.34000000000015,312.66100000000006,"But thankfully, that same day,",6
LegallyBlonde,81,312.8200000000006,314.8220000000001,"she entered the Beta Delta Pi
wet T-shirt contest,",5
LegallyBlonde,82,314.9800000000005,316.8230000000003,"where she was completely
hosed down from head to toe.",5
LegallyBlonde,83,316.9800000000005,319.9500000000007,Objection! Why is this relevant?,5
LegallyBlonde,84,320.10000000000036,323.22900000000027,"- I have a point. I promise.
- Then make it.",5
LegallyBlonde,85,324.02000000000044,325.6700000000001,"Yes, ma'am.",6
LegallyBlonde,86,326.4200000000001,330.1060000000007,"Chutney, why were Tracy Marcinko's
curls ruined when she got hosed down?",5
LegallyBlonde,87,331.8600000000006,333.7490000000007,"- Because they got wet.
- Exactly.",5
LegallyBlonde,88,333.9400000000005,336.5110000000004,"Because isn't it the first cardinal
rule of perm maintenance",5
LegallyBlonde,89,336.66000000000076,338.8670000000002,"that you're forbidden
to wet your hair for at least 24 hours",5
LegallyBlonde,90,339.02000000000044,340.9880000000003,"after getting a perm
at the risk of deactivating",5
LegallyBlonde,91,341.1400000000003,345.27000000000044,"-the ammonium thioglycolate?
- Yes...",5
LegallyBlonde,92,345.4200000000001,348.549,"And wouldn't somebody who's had,
say 30 perms before in their life",5
LegallyBlonde,93,348.7000000000007,350.7020000000002,be well aware of this rule?,5
LegallyBlonde,94,350.8600000000006,353.75,"And if you weren't washing your hair,
as I suspect you weren't,",5
LegallyBlonde,95,353.90000000000055,357.1090000000004,"because your curls are still intact,
wouldn't you have heard the gunshot?",5
LegallyBlonde,96,357.2600000000002,359.91100000000006,"And if, in fact, you had heard the
gunshot, Brooke Windham",5
LegallyBlonde,97,360.0600000000004,363.0640000000003,"wouldn't have had time to hide
the gun before you got downstairs,",5
LegallyBlonde,98,363.2600000000002,365.9450000000006,"which would mean that you would've
had to have found Mrs. Windham",5
LegallyBlonde,99,366.1400000000003,369.6220000000003,"with a gun in her hand to make
your story plausible. Isn't that right?",5
LegallyBlonde,100,369.78000000000065,372.14699999999993,"She's my age, did she tell you that?",5
LegallyBlonde,101,372.3000000000002,374.6210000000001,"How would you feel if your father
married someone your age?",5
LegallyBlonde,102,374.78000000000065,377.3060000000005,"You, however, had time to hide the gun,
didn't you, Chutney?",2
LegallyBlonde,103,377.46000000000004,379.9400000000005,"- After you shot your father.
- I didn't mean to shoot him!",4
LegallyBlonde,104,380.10000000000036,382.3070000000007,"I thought it was you
walking through the door!",6
LegallyBlonde,105,382.46000000000004,384.4280000000008,(crowd exclaiming),5
LegallyBlonde,106,385.66000000000076,388.98199999999997,Order! Order! Order.,6
LegallyBlonde,107,390.7000000000007,392.9410000000007,"- Oh, my God.
- Oh, my God.",5
LegallyBlonde,108,393.10000000000036,394.90900000000056,"Oh, my God.",5
LegallyBlonde,109,396.66000000000076,398.78800000000047,"Bailiff, take the witness into custody,",5
LegallyBlonde,110,398.9400000000005,402.0690000000004,"where she will be charged
for the murder of Heyworth Windham.",2
LegallyBlonde,111,402.90000000000055,405.5060000000003,"In the matter of
The State v. Brooke Windham,",5
LegallyBlonde,112,405.66000000000076,407.34400000000005,this case is dismissed.,2
LegallyBlonde,113,407.5,409.58200000000033,"Mrs. Windham, you are free to go.",6
LegallyBlonde,114,409.7400000000007,410.741,Yes!,7
LegallyBlonde,115,410.90000000000055,413.47100000000046,(all cheering),7
LittleMiss,1,0,2.394999999999982,Why did you want to kill yourself?,2
LittleMiss,2,2.4950000000000045,4.994000000000028,"<i>No, don't answer the question, Frank.</i>",5
LittleMiss,3,5.104000000000042,7.533999999999992,"<i>- Richard! Richard!
- He's not gonna answer the question. Frank.</i>",5
LittleMiss,4,7.6340000000000146,10.073999999999955,"- I wanted to kill myself-
- Don't listen to him.",2
LittleMiss,5,10.173999999999978,12.303999999999974,"<i>- I was very unhappy.
- He's sick in his head.</i>",2
LittleMiss,6,12.403999999999996,14.803999999999974,"- Richard!
- I'm sorry! I don't think it's an appropriate conversation...",5
LittleMiss,7,14.913999999999987,17.073999999999955,"- for a seven-year-old.
- She's gonna find out anyway.",5
LittleMiss,8,17.18399999999997,21.083999999999946,"- Okay.
- Go on, Frank.",5
LittleMiss,9,24.283999999999992,26.51400000000001,Why were you unhappy?,5
LittleMiss,10,26.624000000000024,30.08400000000006,"Um, well, there are a lot of reasons.",5
LittleMiss,11,30.19399999999996,35.10299999999995,"Mainly, though, I fell in love
with someone who didn't love me back.",4
LittleMiss,12,35.202999999999975,36.763000000000034,Who?,5
LittleMiss,13,36.87300000000005,40.10299999999995,"<i>One of my grad students.
I was very much in love with him.</i>",6
LittleMiss,14,40.212999999999965,42.58299999999997,Him?,5
LittleMiss,15,42.68299999999999,47.013000000000034,"<i>It was a boy?
You fell in love with a boy?</i>",5
LittleMiss,16,47.12300000000005,50.24300000000005,"- Yes, I did. Very much so.
- That's silly.",5
LittleMiss,17,50.35299999999995,53.053,"<i>You're right. It was silly.
It was very, very silly.</i>",6
LittleMiss,18,53.16300000000001,56.222999999999956,"- There's another word for it.
- Dad.",5
LittleMiss,19,56.33299999999997,60.23299999999995,"<i>- So, that's when you tried to kill yourself?
- Well, no.</i>",5
LittleMiss,20,60.33299999999997,63.89200000000005,"The boy that I was in love with fell in love
with another man- Larry Sugarman.",4
LittleMiss,21,64.00199999999995,66.26199999999994,"- Who's Larry Sugarman?
- Larry Sugarman is, perhaps...",5
LittleMiss,22,66.37199999999996,69.53200000000004,"the second most highly regarded
Proust scholar in the U.S.",6
LittleMiss,23,69.64200000000005,73.202,"- Who's number one?
- That would be me, Rich.",6
LittleMiss,24,73.31200000000001,75.71199999999999,"- Really?
- Mm-hmm.",5
LittleMiss,25,75.81200000000001,77.94200000000001,So that's when.,5
LittleMiss,26,78.05200000000002,80.41200000000003,"No. What happened was
I was a bit upset...",5
LittleMiss,27,80.52200000000005,82.81200000000001,"so I said some things
that I shouldn't have said...",4
LittleMiss,28,82.92200000000003,85.05200000000002,"<i>and I did some things
that I shouldn't have done...</i>",4
LittleMiss,29,85.15200000000004,87.21199999999999,"and subsequently
I was fired from my job...",2
LittleMiss,30,87.322,90.49099999999999,"<i>and forced to move out of my apartment
and move into a motel.</i>",4
LittleMiss,31,94.26099999999997,96.75099999999998,"<i>- And that's when you tried to-
- Well, no.</i>",5
LittleMiss,32,96.87099999999998,99.06100000000004,"Actually, all of that was okay.",5
LittleMiss,33,99.17100000000005,103.76099999999997,"What happened was two days ago the
MacArthur Foundation, in its infinite wisdom...",2
LittleMiss,34,103.87099999999998,108.07100000000003,"<i>awarded a genius grant
to Larry Sugarman.</i>",6
LittleMiss,35,108.18100000000004,110.44100000000003,And that's when I-,5
LittleMiss,36,110.55100000000004,113.14099999999996,<i>Decided to check out early.</i>,4
LittleMiss,37,113.25099999999998,116.81100000000004,"Yes. Yes. And I failed
at that as well.",2
LittleMiss,38,116.92100000000005,120.90999999999997,"<i>Olive, the important thing
to understand here...</i>",6
LittleMiss,39,121.01999999999998,123.25,"<i>is that Uncle Frank
gave up on himself.</i>",4
LittleMiss,40,123.36000000000001,127.28999999999996,"He made a series of foolish choices-
I'm sorry- and he gave up on himself...",4
LittleMiss,41,127.39999999999998,129.96000000000004,which is something winners never do.,5
MarriageStory,1,0.2960000000002765,2.3400000000001455,You're being so much like your father.,4
MarriageStory,2,2.8410000000003492,4.257999999999811,Do not compare me to my father!,5
MarriageStory,3,4.3419999999996435,6.760000000000218,"I didn't compare you to him.
I said you were acting like him.",6
MarriageStory,4,6.845000000000255,8.095999999999549,You're exactly like your mother.,2
MarriageStory,5,8.179000000000087,11.306999999999789,"Everything you were complaining about her,
you're doing. You're suffocating Henry.",4
MarriageStory,6,11.390000000000327,14.101999999999862,"First of all, I love my mother.
She was a wonderful mother.",6
MarriageStory,7,14.1850000000004,16.520000000000437,"- I'm just repeating what you told me.
- Secondly, how dare you",2
MarriageStory,8,16.60400000000027,18.439000000000306,compare my mothering to my mother!,6
MarriageStory,9,18.521999999999935,21.48400000000038,"I may be like my father,
but I am not like my mother!",6
MarriageStory,10,21.567000000000007,22.56800000000021,You are!,6
MarriageStory,11,22.65099999999984,24.19499999999971,And you're like my father!,5
MarriageStory,12,24.278000000000247,25.695999999999913,You're also like my mother!,5
MarriageStory,13,25.779999999999745,27.990999999999985,"You're all the bad things
about all of these people!",2
MarriageStory,14,28.490999999999985,29.574999999999818,But mostly your mother.,5
MarriageStory,15,29.658000000000357,30.993000000000393,"When we would lie in bed together,",5
MarriageStory,16,31.077000000000226,33.912999999999556,"sometimes I would look at you and see her
and just feel so gross!",2
MarriageStory,17,33.9970000000003,36.70799999999963,"- I felt repulsed when you touched me!
- You're a slob.",2
MarriageStory,18,36.79100000000017,38.417999999999665,"I made all the beds,
closed all cabinets...",6
MarriageStory,19,38.501000000000204,41.79500000000007,"The thought of having sex with you
makes me want to peel my skin off.",2
MarriageStory,20,41.88000000000011,44.215000000000146,"You'll never be happy, in LA or anywhere.",2
MarriageStory,21,44.297999999999774,46.80000000000018,"You'll think you found
some better opposite guy than me,",5
MarriageStory,22,46.88500000000022,49.261999999999716,"and in a few years,
you'll rebel against him",5
MarriageStory,23,49.345000000000255,52.472999999999956,"because you need to have your voice,
but you don't want a voice.",5
MarriageStory,24,52.555999999999585,54.850000000000364,"You just want to fucking complain
about not having a voice!",2
MarriageStory,25,54.934000000000196,58.1869999999999,"I think about being married to you,
and that woman is a stranger to me.",5
MarriageStory,26,58.72900000000027,61.189000000000306,"- I mean, we had a child's marriage.
- You've regressed.",4
MarriageStory,27,61.27400000000034,63.902000000000044,"You've gone back to your life
before you met me, it's pathetic.",2
MarriageStory,28,63.98499999999967,67.86399999999958,"People used to tell me that you were
too selfish to be a great artist.",6
MarriageStory,29,67.94700000000012,69.65800000000036,And I used to defend you.,5
MarriageStory,30,69.73999999999978,71.11599999999999,They were absolutely right.,6
MarriageStory,31,71.19999999999982,73.91200000000026,"All your best acting is behind you.
You're back to being a hack!",2
MarriageStory,32,73.99499999999989,77.16499999999996,"You gaslighted me!
You're a fucking villain!",2
MarriageStory,33,77.24799999999959,80.70899999999983,"You want to present yourself as a victim
because it's a good legal strategy?",5
MarriageStory,34,80.79299999999967,83.8789999999999,"Fine, but you and I both know
you chose this life!",5
MarriageStory,35,84.42199999999957,86.29899999999998,You wanted it until you didn't!,5
MarriageStory,36,87.34100000000035,89.59299999999985,You used me so you could get out of LA.,2
MarriageStory,37,89.67699999999968,90.71900000000005,I didn't use you.,2
MarriageStory,38,90.80299999999988,93.13799999999992,"You did, and then you blamed me for it!",2
MarriageStory,39,93.30599999999959,95.72400000000016,"You always made me aware
of what I was doing wrong,",5
MarriageStory,40,95.80799999999999,97.10000000000036,how I was falling short!,2
MarriageStory,41,97.1850000000004,98.89500000000044,Life with you was joyless!,2
MarriageStory,42,98.97800000000007,101.52300000000014,"What, so then you had to go
and fuck someone else?",4
MarriageStory,43,101.60499999999956,103.1909999999998,You shouldn't be upset that I fucked her!,4
MarriageStory,44,103.27400000000034,105.15099999999984,"You should be upset
that I had a laugh with her!",6
MarriageStory,45,105.23400000000038,106.06900000000041,Do you love her?,5
MarriageStory,46,106.15200000000004,107.40300000000025,No.,2
MarriageStory,47,107.48599999999988,109.94700000000012,But she didn't hate me. You hated me.,5
MarriageStory,48,110.03099999999995,111.11499999999978,You hated me.,2
MarriageStory,49,111.19899999999961,112.90899999999965,You fucked somebody we worked with.,2
MarriageStory,50,112.99200000000019,115.49399999999969,"You stopped having sex with me
in the last year.",4
MarriageStory,51,115.57800000000043,117.07899999999972,I never cheated on you.,5
